0000,2
0001,2
0002,2
0003,3
0004,4
0005,5
0006,6
0007,7
0008,8
0009,9
0010,3
0011,4
0012,1
0013,5
0014,6
0015,7
0016,8
0017,9
0018,10
0019,11
0020,3
0021,2
0022,3
0023,4
0024,5
0025,6
0026,7
0027,8
0028,9
0029,10
0030,4
0031,3
0032,4
0033,3
0034,4
0035,5
0036,6
0037,7
0038,8
0039,9
0040,4
0041,4
0042,5
0043,5
0044,4
0045,5
0046,6
0047,7
0048,8
0049,9
0050,5
0051,5
0052,6
0053,5
0054,6
0055,5
0056,6
0057,7
0058,8
0059,9
0060,6
0061,6
0062,7
0063,6
0064,6
0065,7
0066,6
0067,7
0068,8
0069,9
0070,7
0071,7
0072,8
0073,7
0074,7
0075,7
0076,8
0077,7
0078,8
0079,9
0080,8
0081,8
0082,9
0083,8
0084,8
0085,8
0086,8
0087,9
0088,8
0089,9
0090,9
0091,9
0092,10
0093,9
0094,9
0095,9
0096,9
0097,9
0098,10
0099,9
0100,2
0101,3
0102,3
0103,4
0104,5
0105,6
0106,7
0107,8
0108,9
0109,10
0110,3
0111,3
0112,2
0113,4
0114,5
0115,6
0116,7
0117,8
0118,9
0119,10
0120,2
0121,3
0122,3
0123,4
0124,5
0125,6
0126,7
0127,8
0128,9
0129,10
0130,4
0131,3
0132,4
0133,4
0134,5
0135,6
0136,7
0137,8
0138,9
0139,10
0140,5
0141,4
0142,5
0143,4
0144,4
0145,5
0146,6
0147,7
0148,8
0149,9
0150,6
0151,5
0152,6
0153,5
0154,6
0155,5
0156,6
0157,7
0158,8
0159,9
0160,7
0161,6
0162,7
0163,6
0164,6
0165,7
0166,6
0167,7
0168,8
0169,9
0170,8
0171,7
0172,8
0173,7
0174,7
0175,7
0176,8
0177,7
0178,8
0179,9
0180,9
0181,8
0182,9
0183,8
0184,8
0185,8
0186,8
0187,9
0188,8
0189,9
0190,10
0191,9
0192,10
0193,9
0194,9
0195,9
0196,9
0197,9
0198,10
0199,9
0200,3
