0000,5
0001,4
0002,3
0003,4
0004,4
0005,5
0006,5
0007,4
0008,6
0009,7
0010,3
0011,4
0012,1
0013,2
0014,5
0015,6
0016,7
0017,8
0018,9
0019,10
0020,4
0021,3
0022,4
0023,3
0024,4
0025,5
0026,5
0027,6
0028,7
0029,8
0030,4
0031,3
0032,3
0033,5
0034,2
0035,3
0036,6
0037,7
0038,8
0039,9
0040,4
0041,4
0042,5
0043,3
0044,5
0045,3
0046,5
0047,6
0048,7
0049,8
0050,5
0051,5
0052,6
0053,4
0054,4
0055,6
0056,3
0057,4
0058,7
0059,8
0060,5
0061,5
0062,7
0063,5
0064,6
0065,4
0066,6
0067,4
0068,6
0069,7
0070,5
0071,6
0072,8
0073,6
0074,7
0075,5
0076,5
0077,5
0078,6
0079,7
0080,5
0081,7
0082,9
0083,7
0084,8
0085,6
0086,7
0087,6
0088,6
0089,7
0090,6
0091,8
0092,10
0093,8
0094,9
0095,7
0096,8
0097,7
0098,6
0099,6
0100,3
0101,6
0102,3
0103,4
0104,5
0105,5
0106,6
0107,6
0108,5
0109,7
0110,3
0111,4
0112,3
0113,2
0114,5
0115,6
0116,7
0117,8
0118,9
0119,10
0120,4
0121,2
0122,2
0123,3
0124,5
0125,6
0126,7
0127,8
0128,9
0129,10
0130,2
0131,3
0132,4
0133,4
0134,5
0135,6
0136,7
0137,8
0138,9
0139,10
0140,4
0141,5
0142,5
0143,3
0144,6
0145,3
0146,4
0147,7
0148,8
0149,9
0150,5
0151,5
0152,6
0153,5
0154,4
0155,6
0156,4
0157,6
0158,7
0159,8
0160,6
0161,6
0162,7
0163,6
0164,5
0165,5
0166,7
0167,4
0168,5
0169,8
0170,7
0171,6
0172,8
0173,7
0174,6
0175,7
0176,5
0177,7
0178,5
0179,7
0180,8
0181,6
0182,9
0183,8
0184,7
0185,8
0186,6
0187,6
0188,6
0189,7
0190,9
0191,6
0192,10
0193,9
0194,8
0195,9
0196,7
0197,8
0198,7
0199,7
0200,4
0201,4
0202,6
0203,5
0204,5
0205,4
0206,5
0207,5
0208,5
0209,6
0210,3
0211,4
0212,4
0213,5
0214,6
0215,7
0216,8
0217,9
0218,10
0219,11
0220,4
0221,4
0222,7
0223,5
0224,5
0225,5
0226,6
0227,6
0228,6
0229,6
0230,4
0231,3
0232,4
0233,4
0234,5
0235,5
0236,5
0237,6
0238,7
0239,8
0240,4
0241,5
0242,5
0243,4
0244,5
0245,3
0246,6
0247,7
0248,8
0249,9
0250,5
0251,6
0252,5
0253,5
0254,4
0255,6
0256,5
0257,5
0258,6
0259,7
0260,6
0261,7
0262,6
0263,5
0264,6
0265,7
0266,6
0267,4
0268,7
0269,8
0270,7
0271,8
0272,6
0273,6
0274,6
0275,8
0276,5
0277,7
0278,6
0279,7
0280,8
0281,9
0282,5
0283,7
0284,7
0285,9
0286,7
0287,8
0288,7
0289,6
0290,9
0291,10
0292,8
0293,8
0294,8
0295,10
0296,8
0297,9
0298,8
0299,7
0300,3
0301,4
0302,4
0303,4
0304,2
0305,5
0306,6
0307,7
0308,8
0309,9
0310,4
0311,5
0312,2
0313,3
0314,3
0315,6
0316,7
0317,8
0318,9
0319,10
0320,5
0321,4
0322,5
0323,5
0324,5
0325,5
0326,4
0327,6
0328,7
0329,8
0330,6
0331,4
0332,5
0333,7
0334,3
0335,4
0336,5
0337,6
0338,6
0339,5
0340,4
0341,4
0342,4
0343,3
0344,4
0345,5
0346,6
0347,7
0348,8
0349,9
0350,5
0351,5
0352,6
0353,6
0354,5
0355,5
0356,5
0357,7
0358,8
0359,9
0360,5
0361,6
0362,7
0363,6
0364,6
0365,5
0366,7
0367,5
0368,8
0369,9
0370,5
0371,7
0372,8
0373,6
0374,7
0375,6
0376,5
0377,7
0378,4
0379,8
0380,5
0381,8
0382,9
0383,6
0384,8
0385,7
0386,6
0387,5
0388,7
0389,7
0390,6
0391,9
0392,10
0393,7
0394,9
0395,8
0396,7
0397,7
0398,8
0399,6
0400,5
0401,4
0402,4
0403,4
0404,4
0405,5
0406,4
0407,6
0408,7
0409,8
0410,4
0411,5
0412,5
0413,4
0414,6
0415,3
0416,7
0417,8
0418,9
0419,10
0420,3
0421,5
0422,5
0423,6
0424,5
0425,5
0426,5
0427,5
0428,6
0429,7
0430,4
0431,4
0432,3
0433,5
0434,4
0435,4
0436,6
0437,7
0438,8
0439,9
0440,6
0441,5
0442,6
0443,5
0444,5
0445,5
0446,5
0447,6
0448,6
0449,5
0450,5
0451,3
0452,3
0453,4
0454,5
0455,6
0456,5
0457,5
0458,6
0459,7
0460,6
0461,6
0462,7
0463,4
0464,5
0465,5
0466,6
0467,6
0468,5
0469,7
0470,6
0471,7
0472,8
0473,6
0474,4
0475,4
0476,5
0477,7
0478,4
0479,5
0480,6
0481,8
0482,9
0483,7
0484,6
0485,7
0486,5
0487,5
0488,7
0489,5
0490,6
0491,9
0492,10
0493,8
0494,7
0495,8
0496,7
0497,6
0498,6
0499,6
0500,4
0501,4
0502,4
0503,6
0504,5
0505,5
0506,3
0507,6
0508,7
0509,8
0510,4
0511,5
0512,6
0513,5
0514,4
0515,5
0516,6
0517,7
0518,8
0519,9
0520,5
0521,6
0522,5
0523,5
0524,4
0525,5
0526,6
0527,5
0528,6
0529,7
0530,4
0531,5
0532,6
0533,5
0534,5
0535,6
0536,3
0537,7
0538,8
0539,9
0540,5
0541,4
0542,4
0543,5
0544,5
0545,6
0546,6
0547,4
0548,7
0549,8
0550,4
0551,5
0552,6
0553,4
0554,6
0555,5
0556,3
0557,6
0558,7
0559,8
0560,4
0561,5
0562,6
0563,4
0564,3
0565,5
0566,5
0567,6
0568,7
0569,8
0570,4
0571,6
0572,7
0573,5
0574,4
0575,5
0576,4
0577,6
0578,7
0579,8
0580,5
0581,7
0582,8
0583,6
0584,7
0585,5
0586,6
0587,5
0588,6
0589,7
0590,6
0591,8
0592,9
0593,7
0594,8
0595,6
0596,7
0597,6
0598,6
0599,6
0600,4
0601,5
0602,5
0603,5
0604,6
0605,4
0606,5
0607,5
0608,6
0609,7
0610,5
0611,6
0612,7
0613,6
0614,5
0615,6
0616,7
0617,4
0618,8
0619,9
0620,6
0621,7
0622,6
0623,5
0624,4
0625,4
0626,6
0627,4
0628,5
0629,7
0630,5
0631,6
0632,7
0633,5
0634,6
0635,5
0636,5
0637,6
0638,7
0639,8
0640,5
0641,5
0642,6
0643,5
0644,5
0645,6
0646,6
0647,5
0648,6
0649,7
0650,5
0651,6
0652,7
0653,4
0654,4
0655,5
0656,5
0657,6
0658,7
0659,8
0660,6
0661,6
0662,7
0663,5
0664,6
0665,5
0666,5
0667,6
0668,6
0669,5
0670,6
0671,4
0672,4
0673,4
0674,4
0675,4
0676,4
0677,7
0678,4
0679,5
0680,6
0681,7
0682,8
0683,6
0684,6
0685,6
0686,6
0687,5
0688,7
0689,5
0690,6
0691,8
0692,9
0693,7
0694,7
0695,7
0696,7
0697,6
0698,6
0699,6
0700,4
0701,5
0702,5
0703,5
0704,7
0705,5
0706,6
0707,5
0708,6
0709,7
0710,5
0711,6
0712,8
0713,7
0714,6
0715,7
0716,5
0717,6
0718,7
0719,8
0720,7
0721,8
0722,6
0723,6
0724,6
0725,6
0726,5
0727,6
0728,5
0729,6
0730,6
0731,7
0732,8
0733,7
0734,7
0735,5
0736,6
0737,6
0738,6
0739,8
0740,5
0741,6
0742,7
0743,5
0744,5
0745,6
0746,5
0747,6
0748,6
0749,7
0750,6
0751,7
0752,8
0753,6
0754,5
0755,6
0756,5
0757,6
0758,6
0759,7
0760,5
0761,5
0762,5
0763,5
0764,5
0765,5
0766,5
0767,6
0768,6
0769,7
0770,5
0771,6
0772,7
0773,6
0774,5
0775,4
0776,5
0777,6
0778,4
0779,7
0780,5
0781,6
0782,7
0783,6
0784,6
0785,5
0786,6
0787,6
0788,6
0789,7
0790,5
0791,7
0792,8
0793,7
0794,7
0795,6
0796,7
0797,6
0798,5
0799,7
0800,5
0801,5
0802,6
0803,6
0804,8
0805,6
0806,7
0807,5
0808,5
0809,6
0810,5
0811,6
0812,9
0813,8
0814,7
0815,8
0816,6
0817,7
0818,7
0819,8
0820,8
0821,9
0822,7
0823,7
0824,7
0825,7
0826,6
0827,6
0828,5
0829,6
0830,5
0831,8
0832,9
0833,6
0834,8
0835,6
0836,7
0837,7
0838,7
0839,8
0840,6
0841,7
0842,8
0843,6
0844,5
0845,6
0846,7
0847,5
0848,6
0849,6
0850,6
0851,8
0852,9
0853,5
0854,6
0855,5
0856,6
0857,5
0858,6
0859,7
0860,6
0861,6
0862,7
0863,5
0864,7
0865,5
0866,5
0867,5
0868,6
0869,6
0870,6
0871,7
0872,8
0873,6
0874,6
0875,6
0876,6
0877,6
0878,6
0879,7
0880,6
0881,6
0882,6
0883,5
0884,6
0885,5
0886,6
0887,6
0888,6
0889,5
0890,6
0891,7
0892,8
0893,6
0894,7
0895,6
0896,7
0897,5
0898,5
0899,6
0900,6
0901,6
0902,6
0903,5
0904,9
0905,7
0906,8
0907,6
0908,7
0909,6
0910,6
0911,6
0912,10
0913,9
0914,8
0915,9
